review,sentiment
"Becky Harris plays the female shopper whose misfortune it is to be in the store at the wrong time and obviously ONLY purpose to be in this film is to supply a reason to wear out remote controls! Miss Harris seems to me to be in her fifties or older when she first comes on the scene. Once the red haired thug is done with her it becomes apparent that this is no AARP queen. If these are not some of the finest assets ever displayed on celluloid, I want someone to clue me in. Absolutely breathtaking in my opinion and I literally wore out my VHS copy capturing her charms. I would like to know if this movie is available on DVD.<br /><br />The rest of this movie really is not worthy of mention. I was hoping to see something fairly convincing and intelligent, however I was disappointed on both counts. God Bless Becky Harris!",0
"I entered my first comment on this film almost five years ago. Then, the ideas presented in the movie still seemed mostly fictional, if indeed they could ever transpire at all. Not any longer. Now, the politics, society, and media in The Running Man seem very close to home indeed.<br /><br />Consider the following factors, which were mostly absent in 1987 (the year The Running Man came out) that are present today:<br /><br />Concern with, as Richard Dawson's character Damon Killian puts it, ""traditional morality."" CHECK<br /><br />Entertainment in the form of extreme reality, including pain, fear, and discomfort on the part of contestants. CHECK<br /><br />Cameras everywhere. CHECK<br /><br />Restricted travel for citizens at the whim of the government, controlled by a centralized computer system complete with barcoded passports (""travel passes"" in the movie) and sanctioned under the guise of national security. CHECK<br /><br />An increased intermingling, bordering on incestuous, of government and media. CHECK<br /><br />Computer-generated graphics that are advanced enough to manipulate real film footage (such as the ""digital matting"" of Ben Richards' image onto the stunt double). CHECK<br /><br />Jailing of conscientious objectors or detractors of the current administration. CHECK<br /><br />Flagging economy further widening the gulf between the wealthy and not-so-wealthy; increasing numbers of fringe groups reacting to the tightening noose of big government; civil unrest brewing just under or at the surface of nearly every sizable public event regardless of its origin or intent. CHECK, CHECK, CHECK<br /><br />Then again, maybe it's just a movie based on a Stephen King novella. But just to be safe, I'm moving to Switzerland.",1
"Though this may not necessarily be a so-called ""classic"" film by today's standards, it's still worth seeing. The main reason why is because after experiencing this film, you get the feeling that you've also experienced the counter-cultural idealism of the 60's, no matter however good or bad.<br /><br />I happened to see this film in an English literature class at SUNY Geneseo, and though at first it appears to be just a meaningless composition of 60's icons, the film is far from being simply ""thrown together"".<br /><br />My point is that if you leave the film feeling unsatisfied and confused, the film has done it's job: it's conveyed a desolate view of the future that leaves you feeling unsure and angry. It was perhaps this same feeling that the film sought to explore in the youth it exemplified.<br /><br />As such, ""Zabriskie Point"" may not tell a very good (or interesting) story, and at the same time its characters may be one-sided and predictable. However, it also conveys so well this sort of clichéd, rebellious desire to get out of the existence which both Mark and Daria must share. Even the anti-establishment students are as inauthentic as the gov't they rebel against.",1
"Frank McCarthy who produced the Academy Award winning biographical film Patton follows it up with a strong tribute to another of America's fighting generals, Douglas MacArthur. Gregory Peck gives a strong characterization of the man, his genius as well as his egotism. With MacArthur you never knew quite where one began and the other left off and too many times they blended.<br /><br />The whole story of Douglas MacArthur would be a six hour film or a TV mini-series. It would cover him from his days on frontier posts with his family to his time at West Point where he still has the highest scholastic average ever achieved by a cadet. It would talk about his service in the Phillipines as a young officer, his legend building bravery on the battlefields of World War I in France. It would also have to tell about him firing on the Bonus Marchers of World War I veterans in 1932, probably putting the final kabosh on any chances President Herbert Hoover had of getting re-elected. During MacArthur's last years he and Hoover had penthouse suites at the Waldorf Astoria in New York City. That must have been a subject they avoided.<br /><br />This film concentrates on the years 1941 to 1952 and it is told in flashback. The film opens with MacArthur addressing the student body in 1962. As he speaks the words of the famous Duty Honor Country speech, MacArthur's mind goes back to World War II and his desperate struggle against the advancing Japanese on the island of Corregidor and the fields of Bataan on Luzon. The film takes him through his struggle to win back the Phillipines, the occupation of Japan and the first 18 months culminating in his relief of command by President Truman.<br /><br />MacArthur as a film would not work at all if it wasn't for the portrayals of Dan O'Herlihy and Ed Flanders as Presidents Franklin D. Roosevelt and Harry S. Truman respectively. It's the part of the film I enjoyed the best, seeing MacArthur and his relations with both these men.<br /><br />FDR by O'Herlihy captures the aristocratic squire and exceptionally devious man that was our 32nd President. Roosevelt was a man who got his points across with unusual subtlety and cleverness. Sometimes he liked scheming a little too much for its own sake, but he was the master politician of the last century. Note how he deals with MacArthur both as a battlefield commander and potential rival at the same time.<br /><br />Truman by Flanders is as people remember him, a blunt spoken man of the people who disliked MacArthur's haughtiness from the gitgo. Of course it's in the history books how Truman relieved MacArthur in 1951 for insubordination. MacArthur was insubordinate, no doubt about it.<br /><br />Yet I could write a whole thesis on the Truman-MacArthur relations. Along the way it need not have ever come to a crisis. I've always felt that FDR would have dealt with the whole matter in a far better way had he still been president then.<br /><br />MacArthur was also grandly eloquent and Gregory Peck captures some of that eloquence in some of the orations that made him as much a legend as victories on the battlefield. Listen to Peck at the Japanese surrender, at MacArthur's farewell to the nation before the joint session of Congress, and of course his speech to the cadets in 1962. Watch the newsreels and see if you don't agree.",1
"Listening to the director's commentary confirmed what I had suspected whilst watching the film: this is a movie made by a guy who wants to play at making a movie. The plot is the kind of thing that deluded teenagers churn out when they're going through that ""I could write a book/screenplay/award winning sitcom"" phase. There's a germ of an interesting idea buried in there (probably because its a sequel to some-one else's movie), but it is totally buried under an underwritten, badly executed and laughably un-thought-out script.<br /><br />The lines are dire, and the performances are un-engaging, though again, I'm inclined to blame the director. He does not appear to have consulted the actors at all about what is required, rather plonked the script in their hands, pointed the camera at them and told them to get on with it. Who knows, with a little coaching, these actors could have acquitted themselves better (say what you like about musicians in movies, Jon Bon Jovi was excellent in Row Your Boat and more than acceptable in The Leading Man).<br /><br />As it stands, the cast have no chemistry whatsoever. A beautiful opportunity to use the classic sex and vampirism parallel is passed up when, in order to infect Bon Jovi's character with vampire blood from his ailing co-hunter, he is given a transfusion. She should have bitten him. Mind you, they should have looked vaguely interested in each other throughout the rest of the film too. The only real moment of sexual tension, between the two female leads, is by the directors own admittance accidental. He had originally intended to use this silent sequence as an excuse for more pointless plot exposition - so, I suppose the finished product could have conceivably been worse. But not a lot.<br /><br />Frankly, as movies go, this is badly plotted, silly and forgettable. Even as trashy movies go it's not sexy enough or gory enough to be entertaining. It could have been a fun and bloody little romp, but the director has left with more of a comedy, for all the wrong reasons.",0
"This movie serves as a timely warning to anyone who thinks they can both write and direct their own movie. Face it, you can't. Because that way there's nobody around to tell you when you hack great holes in your plot, have meaningless transitions, trite, unmemorable dialog and manage to turn a fairly cool Korean legend into a steaming pile of celluloid turd.<br /><br />I wanted to like this movie as a trashy popcorn movie, really I did; I like lots of crappy movies. But once I've been forced to ask myself what the hell just happened and WHY, DEAR LORD, WHY? more than a few times, I really can't take it any more.<br /><br />Also, I would love for someone to explain how LA became Mordor for the last scene.",0
"While the overall idea of Escape from Atlantis was intriguing, I found the film to be far less than what I had hoped for upon reading the plot summery. Perhaps I am too much of a child in the technological age: the movie was made, as it is now 2002, an official five years ago --after viewing fantasy epics such as Lord of the Rings, and science fiction feats like Star Wars, as a whole it could not compare to other movies of similar line such as Dinotopia or Homer's The Odyssey.<br /><br />My beef, basically, is that I couldn't relate --I am just about the same age of the children (a young adult), and have no trouble putting myself in the place of a middle-aged man if that is the character available. But the picture did not take me to a different mental plain of existence. I didn't find myself saying 'ACK! I would have done the SAME thing!'. It did not open the doors to my imagination. Even without comparing it to high-budget films or other TV movies, standing alone, certain aspects of the feature I found to be cliche: The character development in the children occurred too rapidly for my liking, seeing too much of the stereotypical selfish-teenager-bitter-after-divorce image changing into the we're-a-big-happy-family-let's-never-separate-again feel that can ultimately make or break a picture in the long run. Even the characters themselves could have undergone improvement: a typical set of one or the other stereotypes. There was the ever-present selfish beauty looking to be rebellious, accompanied by Mr. Perfect image of combining athletics, good looks and intelligence yet a brooding attitude, and lastly the smart-aleck little brother we find to be so common these days. While I know the personalities pushed the story along, I think that adding more individuality as far as nuances and more unique differences would have made it a more enjoyable --and believable (as far as character)-- movie.<br /><br />I do have to raise my glass to the costume and set design --that made it worth finishing to the end for me. Don't get me wrong: all movies are worth seeing for yourself, and the opinion of one could never account for the opinion of many, but I think that with a little more depth to the script, and a little more (I cannot believe I am saying this) realness I dare say Escape from Atlantis could have been magical.",0
"An unoriginal, overly predictable and only mildly entertaining low budget rehash of a sci-fi formula that we've all seen a hundred times before - a group of scientists in isolation confronting some unknown alien something, and in of all places (surprise, surprise) Antarctica!<br /><br />The film features James Spader and an almost nameless supporting cast (with the exception of Carl Lewis, who's actually not that bad for a non-actor) - who deliver ho-hum performances that do little to invigorate the script's unimaginative dialogue. To make things worse the film's pace is slow, there's almost no subplot, and the few action sequences are stereotypical and not that exciting. Its little wonder that this thing went straight to DVD. What is a wonder is why Spader - an excellent actor at times, who won the Cannes Best Actor award for `Sex, Lies and Videotape', and did a splendid job in the innovative sci-fi flick `Stargate' - chose to sign onto this lackluster project. Or maybe not, if you look at his career, for it seems he has invested his talents in more misses than hits.<br /><br />The most remarkable thing about `Alien Hunter' is how they managed to cram in so many elements from so many great sci-fi films, and still have the thing turn out so listless and contrived. There are huge borrowed bits from `The Thing' (both Howard Hawks' original and John Carpenter's excellent 1982 remake), `Contact' and `Outbreak'; a few hints of `Alien', CE3K', `The Andromeda Strain', `Kubrick's `2001' (i.e. the `alien black box') and `Mission To Mars' (i.e. the mystery message); and even a little dash of `Sneakers' and `A Remarkable Mind' (although not sci-fi films, they share a `cryptology' connection). Hell, there's even cornfields and Antarctica, just like the recent `X Files Movie'. And the luminous translucent spaceship at the end looks exactly like something that was plucked from an outtake from `The Abyss'.<br /><br />Its all been done before and done a whole lot better, although I will admit there were a few mild surprises towards the end. I could say a little bit more about the plot, but there's absolutely no need. You already know over half this movie without ever seeing it. (5 out of 10)",0
"Gojoe is part of a new wave of Japanese cinema, taking very creative directors, editors and photographers and working on historic themes, what the Japanese call ""period pieces"". Gojoe is extremely creative in terms of color, photography, and editing. Brilliant, even. The new wave of Japanese samurai films allows a peek at traditional beliefs in shamanism, demons and occult powers that were certainly a part of their ancient culture, but not really explored in Kurosawa's samurai epics, or the Zaitochi series. Another fine example of this genre is Onmyoji (2001). I would place director Sogo Ichii as one of the most interesting and creative of the new wave Japanese directors. Other recent Japanese period pieces I would highly recommend include Yomada's Twilight Samurai (2002) and Shintaro Katsu's Zatoichi: The Blind Swordsman (2003).",1
"Offering a killer combo of terrible writing, terrible acting and terrible direction, it's a tossup whether Kinjite: Forbidden Subjects is offensively bad or just hilariously bad. It's almost as if someone ran a competition to make the sleaziest, seediest Cannon film. As if a glance at a cast list including characters like 'Lesbian Pedophile,' 'Perverted Gentleman,' 'Porno Actress' weren't enough, it's your only chance to see Charles Bronson's cop throw a lowlife on a bed and grab a dildo - but don't worry, it's okay, as the offscreen screams make clear he's only torturing him for information. After all, even if he is a bit overprotective of his nice Catholic daughter, he's a nice Catholic cop who regularly brings local Catholic priest William O'Connell a packed lunch and who believes in poetic justice - or at least ensuring that the bad guys end up in the slammer with the horniest inmates maximum security can provide to give them a taste of their own medicine. But then that's what you get for telling him ""Look, I think you're a little bit unstable."" Still, when later offered a bribe, he may snarl ""I'd like to shove this up your ass, but I don't want to get my hands dirty,"" he's clearly learned where to draw the line: instead, he just makes him eat a $25,000 watch and sets fire to his Cadillac. The anal obsession even follows through to the film's title: despite the poster featuring a naked Japanese girl on a porn film set, the film's only direct example of Kinjite/forbidden subjects, as Alex Hyde White's English teacher explains to a group of Japanese businessmen, is, er talking about your bowel movements in polite society.<br /><br />Bronson isn't just too old for this, as the opening fight makes only too clear, he's too old for love interest Peggy Lipton, and she looks old enough to have grown-up kids. A better actor than he ever got the credit for when given the right material, here's he's given less a properly thought out character than a series of outrageous reactionary quirks. When he's not widening the circles of suspects he's accidentally dropping them to their death off the sides of buildings. He's definitely not a P.C. copper, with a special loathing for the Japanese - as if it wasn't bad enough that they're buying up American businesses, what's worse, they double-park on a public thoroughfare! No racial minority goes unassaulted, be they black pimp or Pakistani hotel clerk, no cop cliché unrecycled, be it a boss who bangs his fist on the table or a dead meat partner (Perry Lopez and his spectacularly bad hair dye that's so prominent it deserves screen billing all its own). The twin plot strands - Bronson's L.A. cop trying to take down Juan Hernandez's pimp who deals in underage girls and James Pax's porn-obsessed Japanese businessman  take forever to intertwine, and then in the most unlikely of ways: after copping a feel of Bronson's daughter on a bus (""Some Oriental guy touched my holy of holies!""), in the film's idea of poetic justice Pax finds his own daughter kidnapped by Hernandez. You half expect the writer to pop his head round the corner of the screen and say, ""How d'ya like them apples?""<br /><br />Somewhere underneath all the laziness is the germ of a good idea even if it is too muddily developed to ever be clear quite what that idea really is, but the execution is pure Rising Sun: the Archie Bunker Version, shot like out-takes from an R-rated 80s music video with an outrageous and rather lazy dockside shoot-'em-up-and-blow'em-up finale that sees a small army of machine-gunning sidekicks suddenly appear to up the gratuitous body count. The last of Bronson's mostly bad to in different collaborations with J. Lee Thompson  and sadly Thompson's last film as director - it's a poor signoff for two undervalued players who increasingly never seemed to be that discerning about what pictures they said yes to.",0
"Della Myers (Kim Basinger) is an upper-class housewife that lives in a private condominium in the suburbs with her twin children and her abusive husband Kenneth (Craig Sheffer). Della gives all the attention to the twins, neglecting their house and her appearance and upsetting Kenneth. On the Christmas Eve, she drives to the local mall in the night to buy wrapping paper for the gifts, and she does not find any parking space available. When she sees an old car parked on two spots, she leaves a message to the owner calling him ""selfish jerk"". When the mall closes, Della's car is hold by the driver of the old car and she is threatened by four punks  Chuckie (Lukas Haas), the Afro-American Huey (Jamie Starr), the Chinese-American Vingh (Leonard Wu) and the Latin Tomás (Luis Chávez). When the security guard of the mall protects her, he is shot on the head by Chuckie, Della speeds up her car trying to escape from the criminals. However she crashes her truck nearby a forest while chased by the gang. She takes the toolbox and hides in the wood, fighting against the gang to survive.<br /><br />A couple of days ago, I saw the trailer of ""While She Was Out"" and I was anxious to watch the DVD. Unfortunately the trailer is better than the movie, and I am totally disappointed with this dull and implausible collection of clichés. Della Myers is presented as an insecure and neglectful housewife and inexistent as wife; the motherhood is her only interest in her concept of family. She is chased by four mean criminals but she defeats them with a toolbox that seems to be the Batman's utility belt. Therefore, the plot is so absurd that irritates. The gang of criminals is formed by the favorite cliché of American movies, with an Afro-American, a Chinese-American and a Latin together with an American lord to be politically correct. Kim Basinger has a decent acting, but their children are too young for a fifty-five year-old woman. My vote is four.<br /><br />Title (Brazil): ""Enquanto Ela Está Fora"" (""While She Was Out"")",0
"The first time I saw this film, I loved it. It was different.<br /><br />I am a Christian (Bible believing). I don't go along with the crowd of right wing believers. I dropped out of that atmosphere.<br /><br />To me in their attempts to take over our government they are doing what Judas tried to do. I call it the Judas Syndrome.<br /><br />Judas didn't get it, even though Jesus said his Kingdom was not of this world.<br /><br />This film certainly showed some of that.<br /><br />I also liked that Jesus enjoyed the simple pleasure of playing games and jokes with his disciples.<br /><br />Also he was a very gorgeous Jesus.<br /><br />It's a watch-over and over movie.<br /><br />Very satisfying.",1
"admittedly, I first picked up Ranma 1/2 when I was around twelve. I was in the library and searched desperately for something good to read. Then, I went to the Comic/Manga section and spotted this book. At my first few reads through the chapters I didn't really know what was going on, but I knew that I LOVED it. I even took it home for a few more reads over. Frankly, I wasn't getting anywhere. And then, about five months (I'm 16 now) ago my friend was watching some anime series and I remembered about this Manga. I couldn't remember what it was called, but recalled that the author was Rumiko Takahashi, creator of Inu Yasha. I Googled it, and then made a rash decision to watch all 161 episodes. At first I was a little thrown off by the 1990 graphics, but it didn't really matter in the end. No anime has ever made me laugh so hard and rewind, watch again. I once watched 45 consecutive episodes within a day. I don't know how I did it... but I couldn't stop. Eventually, after about two days, I grew obsessed. I even dreamt--as crazy as this sounds--about watching Ranma. Never have I found a series so enjoyable, so funny, and so heartwarming to watch. To this day 161 episodes are not enough to keep me satisfied. Of course the cliffhanger ending was enough to make me go bonkers, but the series alone was enough to make me continue reading. <br /><br />Ranma 1/2 is about a boy named Ranma Saotome and his dad Genma Saotome. INTENSE martial artists. They are so intense, that they went to the ancient training grounds in China and became 'cursed'. The grounds were full of different pools of springs, and if you land in one, you take the shape of whatever drowned there when doused in cold water. For Genma, that was a PANDA, and for Ranma that was a... girl! It's a very crafty fun loving story. On top of that, Genma promises his friend that Ranma will marry one of his daughters to keep the Tendo dojo alive. 'Course the one he gets matched up with hates his guts and the feelings mutual. Obviously they start to like one another, but both way to stubborn to admit it. But.. Genma has a history of doing this. He promised Ranma to many girls. <br /><br />Trust me. It's worth watching. It's humorous, heartwarming and all around amazing.",1
"The actual crime story at the core of In Cold Blood might seem a little 'tame' for those who are weened on the classic serial killer stories (Gein, Bundy, Dahmer), or just the more notorious cases out in Hollywood (OJ, Manson). The essential facts in the case don't amount to anything terribly convoluted: Perry Smith and Dick Hickock (here played by Robert Blake and Scott Wilson respectively) met by some luck, conspired to rob a man's farmhouse safe out in Kansas, and after killing a family of four with a shotgun and dagger came away with 43 dollars. Aside from their returning to the US after fleeing briefly to Mexico, there isn't a whole lot of mystery to the resolution either. They were caught by some stroke of ironic chance (a cop followed them and stopped them for having a stolen car after Smith and Hickcock helped out a boy and his old man collecting bottles for change), and sentenced to hang by the neck until dead. The story ended in 1965.<br /><br />But it's the handling of the story, moments of moot, the performances, a pure cinematic touch that Brooks and his absolutely marvelous (the late/great) DP Conrad Hall provides in crisp widescreen black and white, and a storytelling style that feels realistic without going into too much naturalism or too much melodrama (save perhaps for near the end, which is pitch perfect). The air of tragedy hangs over the story, and not so much because of the killings themselves, no matter how brutal they are as the ""third"" man that is conjured up, as the narrator observes, by Smith and Hickcock teaming up, but because of the inevitability of the story. You feel somehow for these criminals, who in any other hands would be just be conventional figures or something out of a B-movie. These aren't good people, but they aren't necessarily monsters either, at least all the way through.<br /><br />It's also an excellent 'road-movie' as we see Smith and Hickcock on the road down to the Clutter residence (the actual night-time scene of the crime taking place late in the film), then on to Mexico, then back to America towards Las Vegas. We get to soak in the personalities of these two, probably even more than that of the police detectives who at first have no leads and then finally get a break with an inmate. It's actually kind of disturbing to get this close to these two (sort of akin to the aimless quality of Malick's Badlands characters), and it's also a sign of daring for the period. There's no sermonizing, like ""he did this because of that and this or the other."" We see how Smith had an abusive, psychotic father, but that Smith loved and hated him. The complexity there is too much for the movie, maybe even too much for Capote's book (which, I should confess, I've still yet to read, though I plan to). And we see Hickcock is this creature of slick confidence (i.e. getting the suit and other things with bad checks), but without any deep-rooted explanation to it all.<br /><br />The streak of fatalism in In Cold Blood is some of the starkest of the 60s, and it's the luck of Brooks to have its stars as Blake in his top-of-the-pops performance (this and Lost Highway, oddly enough considering his real life saga in recent years, his quintessential pieces of work), and Wilson's breakthrough before becoming a character actor. While they're surrounded by fine supporting work, they themselves are eerily absorbing, driven more or less by greed and fantasies of escapism with treasure, and staying pretty much grounded in their situation through the death row and on through their ends. Is this a morale of the story, if there could be one, that it's more horrifying to confront the possibility that those who kill can't be classified, of good vs evil getting smudged? Smith apologized for his crime before being hung, and he points out, ""but to who?"" This is a story bound to give the most hardened fans of true-crime the bonafide chills, and it's quite possibly the best American film of 1967.",1
"Beautifully made with a wonderful performance from Gretchen Moll capturing such a stainless plain happiness in her work, and the recreations of the little movies and the photographs are perfectly made and often hilarious. According to Harron they used film stock that is no longer produced and fifties style studio lighting even for the outside locations to give the colour portions its distinctive look. Bettie Page saw the movie at Hugh Heffner's house (she is now eighty-three) with the producers there, but not the director, in case it got awkward if she didn't like it. She apparently did like it up until the official inquiry, which she found unsettling. Some great costumes too. The idea for the movie started in 1993, but this was worth the wait. The portrait of her never seems to ring false in reference to all those images and snippets of (dreadful) movies that many of us will have already seen. It would make an interesting companion piece with Goodnight and Goodluck, but much more pleasant viewing!",1
"Dream Quest was a surprisingly good movie. There were some noticeable goofs, but that can be expected in a movie like this that was made in such a short time. I did not feel any urge to fast forward during the movie and I found it pretty entertaining. It gets kind of silly at times, but overall I recommend it. They probably used up all the glitter in the nearby stores, and some of the costume designs were pretty good.",1
"Randall ""Memphis"" Raines is a retired master car thief who is forced back into the ""game"" when his younger brother faces death for not filling an order for British crime boss Raymond Calitri. The job involves ""lifting"" 50 cars in 24 hours or Calitri will enact his punishment. So Raines quickly assembles a crew he can trust and sets about the task to hand. But the police are on to him and some of the cars on the list are not easy takes. It would seem a near impossible job to complete.<br /><br />It's got quite a cast has Gone In 60 Seconds, Nicolas Cage, Angelina Jolie, Robert Duvall, Will Patton, Delroy Lindo, Vinnie Jones, Giovanni Ribisi, Christopher Ecclestone, Scott Caan & Timothy Olyphant. All of whom deserve better. Enough acting horsepower there to propel a Porsche 998 Turbo. Trouble is, is that this is very much a case of too many cars overstocking the car park, mucho characters, not enough zest. From the off we are in no doubt that this is a Bruckheimer/Simpson production, bonkers script laced with loud noises and lashings of cheese, scattergun editing, and directed with sledgehammer subtly by Dominic Sena. It's essentially a big budget remake of H.B. Halicki's 1974 indie movie of the same name, with the premise offering up the potential for an adrenalin fuelled car based movie. Potential that sadly is never realised. There's one or two high impact moments, daft for sure, but enjoyable none the less. But if you pardon the pun, the film never gets out of first gear, it's more content to labour with its ream of characters who mope about trying to make the boorish screenplay {Scott Rosenberg} work.<br /><br />Car fans will get something from it {the cars are ace on the eye}, as will fans of unintentional comedy movies {check out Ecclestone's carpenter grief moment}. But no, it's really rather poor all told. 4/10",0
"The plot was quite interesting, with the Russian revolution background. I also enjoyed seeing Budapest as the movie was partly filmed there. Sadly, there was zero chemistry between the 2 main characters so it was hard to believe the love story between them. The love scenes were forced and mechanical. Jordan kirckland was really stiff, almost icy. Rob Stewart was quite charming and boyish, so she looked like his older sister rather than his girlfriend. The ending, when we finally figure out who was actually after them, was quite weak and made no sense whatsoever. I think I would have enjoyed this movie a lot better if the relationship between the 2 actors was slightly more credible.",0
"Okay, I am a fan of the Nightmare series and everyone says on here that this is the worst! But it's NOT!!! Haven't's you seen Freddy's Revenge??? WTF! That was the worst of all!!! Now this movie is pretty decent and it sticks to the Freddy story and it's cool that he had a daughter etc. etc.<br /><br />And then I found out it was in 3-D!!! I was so excited, I remember when I saw it on the DVD box set I instantly skipped to the 3-D sequences. Quite a lot was in 3-D though like Lisa Zanes hand, Dream Demons, Freddy's Claw (more than once), Lezlie Dean holding a knife, Lisa Zane with a Baseball Bat, Doc's hand, Freddy's head exploding.<br /><br />I truly loved this movie because it was in 3-D, but I wish the whole movie was in 3-D not just the last 15 minutes.<br /><br />By the Way it's 15 minutes NOT TEN!!!!!!!!!!!!!!!!",1
"Watching beautiful women sneaking around, playing cops and robbers is one of the most delightful guilty pleasures the medium film lets me enjoy. So The House on Carroll Street was not entirely a waste of time, although the story is contrived and the screenplay uninspired and somewhat irritating.<br /><br />There are many allusions to different Hitchcock pictures, not least the choice of Kelly McGillis in the starring role. She is dressed up as Grace Kelly, and she is not far off the mark. Not at all. But her character is not convincing. The way she is introduced to the audience, she should be someone with political convictions and a purpose in life. After all the movie deals with a clearly defined time period, true events and a specific issue. But the story degenerates within the first minutes into a sorry run-off-the-mill crime story with unbelievable coincidences, high predictability and a set of two dimensional characters. This is all the more regrettable, as the performances of the actors are good, as are the photography and the set design.<br /><br />The finale in Central Station, New York is breath taking. It starts in the subterranean section and then moves up to the roof. The movie can be praised for its good use of architecture.",0
"Wow. I do not think I have ever seen a movie with so many great actors that had such a pivotal role so miscast. Justin Timberlake is perhaps the single worst actor to land a bigtime role in a movie with the star power and money behind it that Edison had.<br /><br />His acting was PAINFUL to observe. The story was OK and all the other characters were played by professional actors, heck, even LL Cool J was fine since he has had numerous small parts to cut his teeth on. How the director and movie company figured that Timberlake was ready for this role there is no way to comprehend.<br /><br />His character ruins the entire experience since every time he is on screen you are actually rooting for the corrupt cops to cap his sorry ass, and he is supposed to be the hero... I would not waste money on this one at the theater or on video. MAYBE if you have HBO and have NOTHING else to do at 2am on a Saturday night and you are drunk and stoned, this may be OK.<br /><br />Watching Timberlake in this role was like watching a human 'Kermit the Frog' act in a Hollywood Blockbuster, just didn't work at all.",0
"The stories in this video are very entertaining, and it definately is worth a look! The first one concerns a young couple harrassed in the woods by two rednecks, with a great, but unexplained twist at the end.<br /><br />The seond is the best of the lot, and it alone, makes this worth watching - A man is attacked by a dog, which he fears to be rabid - He finds shelter in what appears to be a hospital, but he finds out the employees there are not exactly what they appear to be...... Great twist at the end, and this episode alone scores 10/10! If the others were up to par with this one, this would get 10/10!<br /><br />The third is the weakest of the bunch - A girl meets with some guys and has wild sex! There appears to be no point to the story until the end, with a good little twist, but it is spoiled by the awful first part!<br /><br />Never the less, this is a great movie that will not do you wrong at all! Well worth a rental!",1
"This indie film looks at the lives of a group of people taking an adult swim class in Connecticut. The plot is fairly thin. What drives the film is the characters, excellently played by mostly unknown actors. Standouts in the cast are Brewster as a high school teacher experiencing marital problems and Weixler as a casino dealer who moonlights as a stripper. The two actresses give natural performances and work well together. This is an impressive feature film debut for writer Schechter and director Setton. The latter keeps the narrative moving at a fast clip. The film title and poster suggest something raunchy, but this is a marvelous little comedy-drama.",1
"Guy de Maupassant was a novelist who wrote a novel about a man, a poor man, without any moral qualities. He only wanted to success in a society where all the people, the politic men, the businessmen, the journalists, the women are corrupt. The only king is MONEY. The Maupassant hero, Charles Forestier is going higher and higher in the society scale thanks to his seduction poser. He is in love with all the women who could help him in his action to climb the society stapes. At the end of the novel, he married himself with the biggest daily paper owner's daughter, in the greatest church of Paris : ""La Madeleine"". ""Le Tout Paris"" is there. He has a fortune and more, he will become a member of Parliament and later a Minister. The ""useless"" women are out of his view, but he is always keeping in touch with the pretty and the usefull women. The picture ""THE PRIVATE AFFAIRS OF BEL AMI"" is a story of MORALITY. It is everything, but not a story in the Maupassant idea. Why had they put ""BEL AMI"" in its title ?",0
